Reading Date,Administration,Art Building Parkade,Aurora Hall,Biological Science,Child Care Centre,CCIT,Cascade Hall,Child Development Centre,Craigie Hall,Central Heating and Cooling Plant,Clinical Skills,Crowsnest Hall,Dining Centre,Education Complex,EEEL,Engineering Complex,Earth Science,Glacier Hall,High Density Library,Heritage Medical Research Building,Health Research Innovation Centre / TWR,Health Science Centre,ICT,International House,Kananaskis Hall,Kinesiology A,Kinesiology B,Life Science,Mechanical Engineering Building,Murray Fraser Hall,MacEwan Hall,MacKimmie Block,MacKimmie Tower,Math Sciences,MacEwan Student Centre,Olympus Hall,Olympic Oval,Professional Faculties,Physical Plant,Rozsa Centre,Reeve Theater,Rundle Hall,Science A,Science B,Scurfield Hall,Social Sciences,Science Theatres,Taylor Family Digital Library,Taylor Institute,University Research Centre,Wildlife Research Centre,Yamnuska,U of C,Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AA,AB,AU,BI,CC,CCIT,CD,CDC,CH,CHCP,CSB,CR,DC,ED,EEEL,ENG,ES,GL,HDL,HMRB,HRIC/TWR,HSC,ICT,IH,KA,KNA,KNB,LS,MEB,MFH,MH,MLB,MLT,MS,MSC,OL,OO,PF,PP,RC,RT,RU,SA,SB,SH,SS,ST,TFDL,TI,URC,WRC,YA,UC,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/16,250.00,313.89,758.33,"4,991.67", 	-   ,"1,888.89",597.22, 	-   ,"1,788.89",, 	-   ,"6,975.01",383.33,"5,047.23","6,783.34","1,236.11",263.89,419.44, 	-   ,"3,097.22",0.00,"4,436.11","4,633.34","3,405.56",0.00,0.00,"1,500.00",,,0.00,"3,044.45","1,030.56",497.22,"15,348.26","7,483.34",341.67,"1,936.11",108.33, 	-   ,0.00,33.33,,"1,255.56","1,538.89",327.78,"7,797.23","2,855.56","3,152.78",422.22, 	-   , 	-   ,0.00,"95,942.76","88,409.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/16,275.00,130.56,441.67,"4,277.78", 	-   ,"1,230.56",588.89, 	-   ,"1,597.22",, 	-   ,"4,086.11",322.22,"4,958.34","6,061.12",927.78,255.56,566.67, 	-   ,"2,691.67",0.00,"2,191.67","4,572.23","2,652.78",0.00,13.89,"1,175.00",,,0.00,"2,338.89",961.11,630.56,"14,811.52","5,813.89",461.11,986.11,0.00, 	-   ,0.00,0.00,,"1,302.78",886.11,505.56,"12,405.57","2,419.45","4,394.45",363.89, 	-   , 	-   ,0.00,"87,297.69","82,414.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/16,205.56,119.44,636.11,"4,138.89", 	-   ,"1,394.45",627.78, 	-   ,"1,258.33",, 	-   ,"7,069.45",305.56,"4,855.56","6,211.12",927.78,238.89,547.22, 	-   ,"1,763.89",0.00,"2,661.11","4,575.00","2,708.34",0.00,5.56,"1,030.56",,,0.00,"2,344.45",383.33,563.89,"14,538.75","4,941.67",444.44,"1,047.22", 	-   , 	-   ,0.00, 	-   ,,766.67,977.78,447.22,"13,483.34","2,402.78","4,380.56",352.78, 	-   , 	-   ,0.00,"88,355.48","83,930.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/16,252.78,113.89,441.67,"3,808.34", 	-   ,"1,233.33",602.78, 	-   ,"5,075.00",, 	-   ,"4,561.11",322.22,"4,927.78","5,808.34",927.78,288.89,605.56, 	-   ,"3,086.11",0.00,"1,975.00","4,391.67","2,233.34",0.00,5.56,994.45,,,0.00,"2,363.89",52.78,697.22,"14,157.47","5,913.89",494.44,"1,147.22", 	-   , 	-   ,0.00, 	-   ,,44.44,997.22,891.67,"12,308.34","1,966.67","3,947.23",325.00, 	-   , 	-   ,0.00,"86,963.08","81,901.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/16,238.89,138.89,358.33,"4,069.45", 	-   ,"1,219.45",488.89, 	-   ,"5,127.78",, 	-   ,"4,586.11",288.89,"3,700.00","5,722.23",927.78,366.67,488.89, 	-   ,"2,619.45",0.00,"1,811.11","4,225.00","2,294.45",0.00,0.00,925.00,,,0.00,"2,036.11",30.56,672.22,"13,919.90","6,630.56",400.00,461.11, 	-   , 	-   ,0.00, 	-   ,,0.00,980.56,483.33,"5,161.12","1,336.11","4,161.11",425.00, 	-   , 	-   ,0.00,"76,294.95","71,864.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/16,244.44,155.56,266.67,"4,194.45", 	-   ,"1,222.22",466.67, 	-   ,"4,863.89",, 	-   ,"5,519.45",261.11,"3,658.34","5,636.12",927.78,291.67,500.00, 	-   ,"2,555.56",0.00,"1,752.78","4,330.56","2,455.56",0.00, 	-   ,908.33,,,0.00,"1,886.11",22.22,702.78,"14,128.14","5,200.00",408.33,319.44, 	-   , 	-   ,0.00, 	-   ,, 	-   ,975.00,161.11,"11,480.56","1,347.22","2,944.45",411.11, 	-   , 	-   ,0.00,"80,197.64","75,889.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/16,272.22,180.56,350.00,"4,075.00", 	-   ,"1,222.22",527.78, 	-   ,"5,230.56",, 	-   ,"8,255.56",283.33,"4,766.67","5,419.45",927.78,366.67,550.00, 	-   ,"2,783.34",0.00,"1,519.45","4,441.67","2,719.45",0.00, 	-   ,"1,202.78",,,0.00,"2,041.67",38.89,727.78,"13,943.36","4,591.67",450.00,283.33, 	-   , 	-   ,0.00, 	-   ,, 	-   ,988.89,"1,133.33","11,125.01","1,633.33","2,877.78",402.78, 	-   , 	-   ,0.00,"85,332.31","81,029.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/16,322.22,183.33,527.78,"3,941.67", 	-   ,"1,211.11",852.78, 	-   ,"4,938.89",, 	-   ,"9,838.90",344.44,"4,941.67","5,675.00",927.78,344.44,688.89, 	-   ,"2,736.11",0.00,"1,788.89","4,347.23","3,208.34",0.00, 	-   ,"1,266.67",,,0.00,"2,113.89",108.33,"1,252.78","13,960.96","1,822.22",561.11,"1,300.00", 	-   , 	-   ,50.00, 	-   ,, 	-   ,"1,083.33",77.78,"3,458.34","1,972.22","4,497.23",372.22, 	-   , 	-   ,0.00,"80,716.57","76,191.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/16,316.67,333.33,697.22,"3,819.45", 	-   ,"1,786.11",730.56, 	-   ,"3,408.34",, 	-   ,"16,055.57",350.00,"4,822.23","6,261.12",927.78,294.44,655.56, 	-   ,"3,275.00",0.00,"2,686.11","4,750.00","3,330.56",0.00, 	-   ,"1,627.78",,,0.00,"2,266.67",133.33,"1,094.45","13,277.58","2,333.34",533.33,"1,341.67", 	-   , 	-   ,8.33, 	-   ,, 	-   ,"1,050.00",0.00,0.00,"2,494.45","6,002.78",419.44, 	-   , 	-   ,0.00,"87,083.19","81,122.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/16,208.33,266.67,697.22,"5,094.45", 	-   ,"1,816.67",461.11, 	-   ,"3,361.11",, 	-   ,"14,558.34",302.78,"4,619.45","6,380.56",927.78,450.00,430.56, 	-   ,"2,944.45",0.00,"3,152.78","4,697.23","2,850.00",0.00, 	-   ,"1,497.22",,,38.89,"2,238.89",155.56,613.89,"13,347.97","4,655.56",350.00,280.56, 	-   , 	-   ,0.00, 	-   ,, 	-   ,997.22, 	-   ,0.00,"2,447.22","3,433.34",380.56, 	-   , 	-   ,0.00,"83,656.36","77,559.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/16,238.89,169.44,513.89,"3,861.11", 	-   ,"1,397.22",461.11, 	-   ,"2,875.00",, 	-   ,"13,116.68",288.89,"4,683.34","6,077.78",927.78,269.44,344.44, 	-   ,"2,697.22",0.00,"1,302.78","4,708.34","2,766.67",0.00, 	-   ,"1,277.78",,,0.00,"2,477.78",44.44,583.33,"13,611.93","2,947.22",280.56,530.56, 	-   , 	-   , 	-   , 	-   ,, 	-   ,969.45, 	-   ,0.00,"2,177.78","3,766.67",369.44, 	-   , 	-   ,0.00,"75,736.98","71,736.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/16,155.56,136.11,575.00,"3,763.89", 	-   ,"1,372.22",633.33, 	-   ,"3,841.67",, 	-   ,"15,219.46",319.44,"3,700.00","5,955.56",927.78,269.44,508.33, 	-   ,"2,366.67",0.00,933.33,"4,608.34","2,941.67",0.00, 	-   ,972.22,,,0.00,"2,197.22",83.33,833.33,"13,265.84","3,288.89",413.89,991.67, 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,013.89", 	-   ,16.67,"1,341.67","5,505.56",508.33, 	-   , 	-   ,0.00,"78,660.34","75,360.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/16,463.89,347.22,"1,300.00","5,344.45", 	-   ,"2,236.11",491.67, 	-   ,"3,041.67",, 	-   ,"22,844.46",455.56,"3,594.45","6,602.78",927.78,616.67,430.56, 	-   ,"3,650.00",0.00,"4,602.78","4,658.34","3,288.89",0.00, 	-   ,"1,041.67",,,113.89,"1,997.22",300.00,958.33,"13,292.24","3,688.89",350.00,727.78, 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,030.56", 	-   ,0.00,"1,641.67","4,333.34",541.67, 	-   , 	-   ,0.00,"94,914.53","86,661.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/16,247.22,127.78,302.78,"3,813.89", 	-   ,"1,216.67",683.33, 	-   ,"3,725.00",, 	-   ,"10,213.90",358.33,"4,716.67","5,666.67",927.78,419.44,536.11, 	-   ,"2,919.45",0.00,"1,705.56","4,544.45","2,702.78",0.00, 	-   ,"1,277.78",,, 	-   ,"2,111.11",58.33,972.22,"13,474.09","4,730.56",436.11,902.78, 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,052.78", 	-   ,0.00,"1,941.67","3,191.67",333.33, 	-   , 	-   ,0.00,"75,310.25","70,685.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/16,252.78,127.78,297.22,"3,647.23", 	-   ,"1,216.67",605.56, 	-   ,"3,366.67",, 	-   ,"10,950.01",325.00,"4,902.78","6,177.78",927.78,488.89,519.44, 	-   ,"2,725.00",2455.94,"5,619.45","4,630.56","2,483.34",0.00, 	-   ,"1,200.00",,, 	-   ,"2,116.67",0.00,191.67,"13,465.29","2,275.00",422.22,447.22, 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,061.11", 	-   , 	-   ,"2,144.45","4,288.89",372.22, 	-   , 	-   ,0.00,"79,704.61","68,904.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/16,352.78,319.44,800.00,"4,622.23", 	-   ,"2,069.45",627.78, 	-   ,"2,930.56",, 	-   ,"14,894.46",422.22,"4,894.45","7,141.67",927.78,588.89,572.22, 	-   ,"3,750.00",5594.73,"11,641.68","5,116.67","2,891.67",0.00, 	-   ,"1,683.33",,, 	-   ,"2,363.89", 	-   ,0.00,"13,623.67","3,988.89",466.67,263.89, 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,063.89", 	-   , 	-   ,"2,969.45","5,738.89",413.89, 	-   , 	-   ,0.00,"102,735.13","81,748.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/16,700.00,150.00,997.22,"5,702.78", 	-   ,"2,377.78",286.11, 	-   ,"2,361.11",, 	-   ,"18,433.35",552.78,"4,991.67","7,566.67",927.78,"1,138.89",491.67, 	-   ,"4,305.56",6655.64,"14,361.12","5,172.23","2,925.00",0.00, 	-   ,"1,658.33",,, 	-   ,"2,636.11", 	-   , 	-   ,"13,952.16","4,877.78",400.00,0.00, 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,091.67", 	-   , 	-   ,"3,000.00","4,455.56",383.33, 	-   , 	-   ,0.00,"112,552.32","87,230.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/16,286.11,158.33,830.56,"4,041.67", 	-   ,"1,988.89", 	-   , 	-   ,"1,755.56",, 	-   ,"15,980.57",433.33,"4,744.45","7,002.78","1,372.22",536.11,550.00, 	-   ,"4,238.89",6500.32,"13,619.46","4,913.89","3,208.34",0.00, 	-   ,"1,633.33",,, 	-   ,"2,666.67", 	-   , 	-   ,"14,201.46","2,855.56",450.00, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,080.56", 	-   , 	-   ,"2,936.11","4,958.34",419.44, 	-   , 	-   ,0.00,"103,362.96","79,004.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/16,227.78,116.67,822.22,"4,236.11", 	-   ,"1,938.89", 	-   , 	-   ,"1,616.67",, 	-   ,"15,458.35",402.78,"3,894.45","6,794.45",630.56,402.78,527.78, 	-   ,"3,808.34",5641.62,"12,677.79","4,538.89","2,941.67",0.00, 	-   ,"1,455.56",,, 	-   ,"2,208.34", 	-   , 	-   ,"13,840.71","3,766.67",430.56, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,030.56", 	-   , 	-   ,"1,902.78","4,030.56",455.56, 	-   , 	-   ,0.00,"95,799.05","73,671.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/16,261.11,130.56,791.67,"3,461.11", 	-   ,"1,750.00", 	-   , 	-   ,"3,036.11",, 	-   ,"15,330.57",388.89,"3,644.45","6,388.89",638.89,372.22,544.44, 	-   ,"2,930.56",4697.93,"10,347.23","4,419.45","2,733.34",0.00, 	-   ,"1,302.78",,, 	-   ,"2,058.33", 	-   , 	-   ,"13,353.83","3,911.11",441.67, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,008.33", 	-   , 	-   ,"1,625.00","4,777.78",497.22, 	-   , 	-   ,0.00,"90,843.49","72,867.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/16,150.00,122.22,391.67,"3,358.34", 	-   ,"1,244.45", 	-   , 	-   ,"1,427.78",, 	-   ,"8,608.34",344.44,"4,719.45","6,541.67","1,147.22",280.56,425.00, 	-   ,"2,552.78",3768.89,"9,600.01","4,344.45","2,508.34",0.00, 	-   ,"1,233.33",,, 	-   ,"2,358.34", 	-   , 	-   ,"13,477.02","5,338.89",347.22, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,950.00, 	-   , 	-   ,"2,447.22","4,475.00",355.56, 	-   , 	-   ,0.00,"82,518.19","66,596.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/16,22.22,94.44,858.33,"4,197.23", 	-   ,"1,813.89", 	-   , 	-   ,"1,630.56",, 	-   ,"5,436.12",377.78,"4,730.56","6,855.56","1,077.78",430.56,297.22, 	-   ,"3,772.23",5272.35,"12,402.79","4,588.89","2,702.78",0.00, 	-   ,"1,305.56",,, 	-   ,"2,391.67", 	-   , 	-   ,"13,523.95","5,005.56",244.44, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,886.11, 	-   , 	-   ,"2,625.00","3,647.23",358.33, 	-   , 	-   ,0.00,"86,549.13","65,101.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/16, 	-   ,83.33,941.67,"3,966.67", 	-   ,"1,644.45", 	-   , 	-   ,"2,111.11",, 	-   ,"1,797.22",355.56,"4,586.11","6,511.12","1,016.67",291.67,311.11, 	-   ,"3,355.56",4941.18,"11,250.01","4,394.45","2,580.56",0.00, 	-   ,"1,297.22",,, 	-   ,"2,177.78", 	-   , 	-   ,"13,456.49","2,147.22",252.78, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,888.89, 	-   , 	-   ,"2,661.11","3,244.45",308.33, 	-   , 	-   ,0.00,"76,572.71","57,025.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/16, 	-   ,108.33,"1,213.89","5,469.45", 	-   ,"2,291.67", 	-   , 	-   ,"1,872.22",, 	-   ,"2,202.78",608.33,"4,913.89","7,066.67","1,763.89",788.89,294.44, 	-   ,"5,175.00",7171.45,"16,897.24","5,041.67","2,905.56",0.00, 	-   ,"1,541.67",,, 	-   ,"2,716.67", 	-   , 	-   ,"13,884.70","3,016.67",238.89, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,925.00, 	-   , 	-   ,"2,925.00","3,611.11",333.33, 	-   , 	-   ,0.00,"94,978.43","65,734.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/16, 	-   ,91.67,716.67,"3,530.56", 	-   ,"1,202.78", 	-   , 	-   ,"1,294.45",, 	-   ,"1,277.78",380.56,"4,866.67","6,111.12","1,263.89",291.67,358.33, 	-   ,"2,550.00",3396.69,"8,980.56","4,441.67","2,388.89",0.00, 	-   ,"1,125.00",,, 	-   ,"2,558.34", 	-   , 	-   ,"13,679.39","2,597.22",291.67, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,897.22, 	-   , 	-   ,"2,100.00","4,494.45",263.89, 	-   , 	-   ,0.00,"71,151.13","56,223.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/16, 	-   ,105.56,647.22,"3,302.78", 	-   ,"1,194.45", 	-   , 	-   ,"1,211.11",, 	-   ,"1,169.45",336.11,"3,747.23","6,016.67",638.89,305.56,361.11, 	-   ,"2,291.67",3088.97,"7,897.23","4,319.45","2,316.67",0.00, 	-   ,944.45,,, 	-   ,"2,330.56", 	-   , 	-   ,"13,702.86","2,041.67",294.44, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,822.22, 	-   , 	-   ,"1,416.67","4,775.00",136.11, 	-   , 	-   ,0.00,"65,414.09","52,136.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
