Reading Date,Administration,Art Building Parkade,Aurora Hall,Biological Science,Child Care Centre,CCIT,Cascade Hall,Child Development Centre,Craigie Hall,Central Heating and Cooling Plant,Clinical Skills,Crowsnest Hall,Dining Centre,Education Complex,EEEL,Engineering Complex,Earth Science,Glacier Hall,High Density Library,Heritage Medical Research Building,Health Research Innovation Centre / TWR,Health Science Centre,ICT,International House,Kananaskis Hall,Kinesiology A,Kinesiology B,Life Science,Mechanical Engineering Building,Murray Fraser Hall,MacEwan Hall,MacKimmie Block,MacKimmie Tower,Math Sciences,MacEwan Student Centre,Olympus Hall,Olympic Oval,Professional Faculties,Physical Plant,Rozsa Centre,Reeve Theater,Rundle Hall,Science A,Science B,Scurfield Hall,Social Sciences,Science Theatres,Taylor Family Digital Library,Taylor Institute,University Research Centre,Wildlife Research Centre,Yamnuska,U of C,Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AA,AB,AU,BI,CC,CCIT,CD,CDC,CH,CHCP,CSB,CR,DC,ED,EEEL,ENG,ES,GL,HDL,HMRB,HRIC/TWR,HSC,ICT,IH,KA,KNA,KNB,LS,MEB,MFH,MH,MLB,MLT,MS,MSC,OL,OO,PF,PP,RC,RT,RU,SA,SB,SH,SS,ST,TFDL,TI,URC,WRC,YA,UC,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/17, 	-   , 	-   ,750.00,"4,072.23", 	-   ,"1,116.67", 	-   , 	-   ,"1,183.33",, 	-   ,"1,063.89",222.22,"3,052.78","6,177.78","2,572.22",33.33,5.56, 	-   ,"2,619.45",4507.43,"9,583.34","2,586.11","4,258.34",0.00, 	-   ,197.22,,, 	-   ,"1,880.56", 	-   ,0.00,"11,981.20","3,350.00",2.78,0.00, 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,158.33", 	-   , 	-   ,0.00,"2,205.56",91.67, 	-   , 	-   ,0.00,"64,672.01","47,961.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/17, 	-   , 	-   ,725.00,"2,733.34", 	-   ,"1,097.22", 	-   , 	-   ,"1,113.89",, 	-   ,"1,266.67",280.56,"3,844.45","6,030.56","3,288.89",25.00,50.00, 	-   ,"2,436.11",4607.08,"9,547.23","2,911.11","4,380.56",0.00, 	-   ,222.22,,, 	-   ,"1,816.67", 	-   , 	-   ,"12,233.44","3,222.22",41.67, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,138.89", 	-   , 	-   ,2.78,"2,188.89",136.11, 	-   , 	-   ,0.00,"65,340.55","48,750.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/17, 	-   , 	-   ,775.00,"3,750.00", 	-   ,"1,086.11", 	-   , 	-   ,"1,288.89",, 	-   ,"1,222.22",283.33,"3,905.56","6,052.78","3,613.89",44.44,47.22, 	-   ,"2,602.78",5102.37,"10,194.45","2,861.11","4,233.34",0.00, 	-   ,202.78,,, 	-   ,"2,077.78", 	-   , 	-   ,"13,805.51","4,527.78",38.89, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,233.33", 	-   , 	-   ,0.00,"2,633.34",113.89, 	-   , 	-   ,0.00,"71,696.81","53,797.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/17, 	-   , 	-   ,725.00,"3,888.89", 	-   ,"1,175.00", 	-   , 	-   ,"1,275.00",, 	-   ,"1,055.56",302.78,"4,058.34","5,813.89","4,027.78",111.11,111.11, 	-   ,"3,030.56",5196.15,"10,644.45","2,875.00","3,702.78",0.00, 	-   ,247.22,,, 	-   ,"2,141.67", 	-   , 	-   ,"13,723.39","3,655.56",91.67, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,294.45", 	-   , 	-   ,0.00,"2,600.00",127.78, 	-   , 	-   ,0.00,"71,875.14","53,003.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/17, 	-   , 	-   ,716.67,"3,802.78", 	-   ,"1,150.00", 	-   , 	-   ,"1,308.33",, 	-   ,"1,119.45",311.11,"4,013.89","5,666.67","4,211.11",127.78,133.33, 	-   ,"3,002.78",5322.17,"10,763.90","2,866.67","3,397.22",0.00, 	-   ,250.00,,, 	-   ,"1,772.22", 	-   , 	-   ,"13,541.54","3,022.22",108.33, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,302.78", 	-   , 	-   ,0.00,"3,077.78",133.33, 	-   , 	-   ,0.00,"71,122.09","52,033.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/17, 	-   , 	-   ,691.67,"4,063.89", 	-   ,"1,100.00", 	-   , 	-   ,"1,247.22",, 	-   ,"1,019.45",236.11,"3,750.00","5,450.00","4,055.56",133.33,108.33, 	-   ,"3,358.34",5518.53,"11,322.23","3,055.56","3,530.56",0.00, 	-   ,94.44,,, 	-   ,"1,916.67", 	-   , 	-   ,"13,667.66","3,119.45",88.89, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,261.11", 	-   , 	-   ,0.00,"2,791.67",191.67, 	-   , 	-   ,0.00,"71,772.34","51,573.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/17, 	-   , 	-   ,747.22,"4,044.45", 	-   ,"1,097.22", 	-   , 	-   ,"1,266.67",, 	-   ,"1,088.89",186.11,"2,897.22","5,569.45","2,819.45",127.78,22.22, 	-   ,"2,933.34",5553.70,"11,052.79","3,216.67","3,811.11",0.00, 	-   ,172.22,,, 	-   ,"1,927.78", 	-   , 	-   ,"13,459.42","4,102.78",16.67, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,200.00", 	-   , 	-   ,0.00,"2,630.56",155.56, 	-   , 	-   ,0.00,"70,099.27","50,559.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/17, 	-   , 	-   ,716.67,"4,236.11", 	-   ,"1,055.56", 	-   , 	-   ,"1,216.67",, 	-   ,"1,191.67",172.22,"2,841.67","5,125.00","3,236.11",119.44,69.44, 	-   ,"3,405.56",5550.77,"11,405.56","2,975.00","3,480.56",0.00, 	-   ,108.33,,, 	-   ,"1,863.89", 	-   , 	-   ,"13,139.73","3,330.56",58.33, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,180.56", 	-   , 	-   ,0.00,"2,405.56",108.33, 	-   , 	-   ,0.00,"68,993.31","48,631.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/17, 	-   , 	-   ,719.45,"2,638.89", 	-   ,"1,080.56", 	-   , 	-   ,894.45,, 	-   ,"1,283.33",180.56,"3,600.00","5,300.00","3,113.89",75.00,33.33, 	-   ,"4,008.34",6444.63,"12,941.68","3,147.22","3,886.11",0.00, 	-   ,322.22,,, 	-   ,"1,930.56", 	-   , 	-   ,"13,221.85","4,500.00",27.78, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,175.00", 	-   , 	-   ,0.00,"2,652.78",263.89, 	-   , 	-   ,0.00,"73,441.53","50,046.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/17, 	-   , 	-   ,722.22,"2,477.78", 	-   ,"1,083.33", 	-   , 	-   ,869.45,, 	-   ,"1,225.00",202.78,"3,638.89","5,502.78","2,872.22",41.67,22.22, 	-   ,"3,630.56",6239.48,"12,286.12","3,125.00","4,247.23",0.00, 	-   ,291.67,,, 	-   ,"1,875.00", 	-   , 	-   ,"13,556.21","5,777.78",19.44, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,172.22", 	-   , 	-   ,0.00,"2,761.11",191.67, 	-   , 	-   ,"40,113.92","113,945.77","91,789.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/17, 	-   , 	-   ,772.22,"3,480.56", 	-   ,"1,102.78", 	-   , 	-   ,"1,113.89",, 	-   ,"1,213.89",255.56,"3,750.00","5,983.34","3,536.11",111.11,77.78, 	-   ,"3,363.89",6040.19,"11,925.01","3,269.45","4,113.89",0.00, 	-   ,247.22,,, 	-   ,"1,838.89", 	-   , 	-   ,"13,925.76","7,327.78",61.11, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,200.00", 	-   , 	-   ,0.00,"2,838.89",213.89, 	-   , 	-   ,0.00,"77,763.23","56,434.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/17, 	-   , 	-   ,775.00,"4,436.11", 	-   ,"1,119.45", 	-   , 	-   ,"1,338.89",, 	-   ,"1,061.11",263.89,"1,947.22","6,411.12","4,355.56",147.22,119.44, 	-   ,"3,766.67",5890.73,"12,405.57","3,022.22","4,019.45",0.00, 	-   ,316.67,,, 	-   ,"1,758.33", 	-   , 	-   ,"13,494.62","8,991.67",97.22, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,216.67", 	-   , 	-   ,0.00,"3,452.78",172.22, 	-   , 	-   ,0.00,"80,579.84","58,516.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/17, 	-   , 	-   ,"1,111.11","3,669.45", 	-   ,"1,580.56", 	-   , 	-   ,"1,200.00",, 	-   ,"1,750.00",336.11,708.33,"6,936.12","4,033.34",136.11,150.00, 	-   ,"4,205.56",5802.81,"12,850.01","3,369.45","4,319.45",0.00, 	-   ,394.44,,, 	-   ,"2,066.67", 	-   , 	-   ,"13,421.29","4,747.23",122.22, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,152.78", 	-   , 	-   ,266.67,"2,275.00",261.11, 	-   , 	-   ,0.00,"76,865.81","54,007.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/17, 	-   , 	-   ,758.33,"4,294.45", 	-   ,"1,047.22", 	-   , 	-   ,"1,388.89",, 	-   ,"1,108.33",241.67,750.00,"5,294.45","4,072.23",111.11,202.78, 	-   ,"3,838.89",5536.11,"11,597.23","2,619.45","4,152.78",0.00, 	-   ,175.00,,, 	-   ,"1,913.89", 	-   , 	-   ,"13,453.55","1,830.56",163.89, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,102.78", 	-   , 	-   ,0.00,"2,652.78",147.22, 	-   , 	-   ,0.00,"68,453.60","47,481.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/17, 	-   , 	-   ,688.89,"4,116.67", 	-   ,"1,038.89", 	-   , 	-   ,"1,372.22",, 	-   ,991.67,155.56,780.56,"4,911.12","4,319.45",97.22,191.67, 	-   ,"3,988.89",5917.10,"12,252.79","2,880.56","3,836.11",0.00, 	-   ,175.00,,, 	-   ,"1,700.00", 	-   , 	-   ,"13,207.18","4,227.78",155.56, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,116.67", 	-   , 	-   ,0.00,"2,408.34",113.89, 	-   , 	-   ,0.00,"70,643.78","48,484.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/17, 	-   , 	-   ,730.56,"4,225.00", 	-   ,941.67, 	-   , 	-   ,"1,461.11",, 	-   ,"1,155.56",191.67,963.89,"5,136.12","3,994.45",102.78,222.22, 	-   ,"4,077.78",6306.89,"12,747.23","3,238.89","4,066.67",0.00, 	-   ,127.78,,, 	-   ,"2,047.22", 	-   , 	-   ,"13,374.36","2,438.89",183.33, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,144.45", 	-   , 	-   ,0.00,"2,830.56",291.67, 	-   , 	-   ,0.00,"72,000.74","48,868.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/17, 	-   , 	-   ,741.67,"4,255.56", 	-   ,936.11, 	-   , 	-   ,"1,436.11",, 	-   ,"1,194.45",180.56,"1,005.56","5,347.23","4,494.45",127.78,197.22, 	-   ,"4,244.45",6441.70,"12,958.34","3,102.78","4,163.89",0.00, 	-   ,130.56,,, 	-   ,"2,036.11", 	-   , 	-   ,"13,339.17","3,211.11",161.11, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,177.78", 	-   , 	-   ,0.00,"2,847.22",241.67, 	-   , 	-   ,0.00,"73,972.58","50,328.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/17, 	-   , 	-   ,680.56,"4,147.23", 	-   ,"1,005.56", 	-   , 	-   ,"1,041.67",, 	-   ,977.78,188.89,"1,127.78","5,350.00","6,202.78",111.11,222.22, 	-   ,"4,308.34",6816.83,"13,227.79","3,088.89","3,986.11",0.00, 	-   ,113.89,,, 	-   ,"1,988.89", 	-   , 	-   ,"13,248.25","3,161.11",180.56, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,100.00", 	-   , 	-   ,0.00,"2,897.22",216.67, 	-   , 	-   ,0.00,"75,390.12","51,037.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/17, 	-   , 	-   ,666.67,"4,272.23", 	-   ,"1,030.56", 	-   , 	-   ,"1,452.78",, 	-   ,986.11,180.56,"1,072.22","5,291.67","6,091.67",94.44,50.00, 	-   ,"4,391.67",7186.10,"13,536.12","3,019.45","4,036.11",0.00, 	-   ,238.89,,, 	-   ,"1,952.78", 	-   , 	-   ,"13,641.26","4,638.89",41.67, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,955.56, 	-   , 	-   ,0.00,"2,850.00",172.22, 	-   , 	-   ,0.00,"77,849.64","52,735.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/17, 	-   , 	-   ,622.22,"4,619.45", 	-   ,961.11, 	-   , 	-   ,"1,658.33",, 	-   ,938.89,163.89,"1,075.00","5,205.56","4,880.56",88.89,36.11, 	-   ,"4,450.00",7274.02,"13,822.23","3,091.67","3,788.89",0.00, 	-   ,188.89,,, 	-   ,"2,150.00", 	-   , 	-   ,"14,219.06","7,677.78",30.56, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,944.45, 	-   , 	-   ,0.00,"2,811.11",172.22, 	-   , 	-   ,0.00,"80,870.91","55,324.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/17, 	-   , 	-   ,575.00,"4,366.67", 	-   ,925.00, 	-   , 	-   ,"1,755.56",, 	-   ,875.00,163.89,897.22,"5,016.67","2,466.67",33.33,261.11, 	-   ,"4,547.23",6951.65,"13,600.01","2,658.34","3,802.78",0.00, 	-   ,161.11,,, 	-   ,"2,041.67", 	-   , 	-   ,"14,307.05","6,880.56",213.89, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,919.45, 	-   , 	-   ,0.00,"2,702.78",125.00, 	-   , 	-   ,0.00,"76,247.63","51,148.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/17, 	-   , 	-   ,608.33,"4,291.67", 	-   ,919.45, 	-   , 	-   ,"1,602.78",0.00, 	-   ,955.56,155.56,863.89,"4,911.12","2,161.11",30.56,244.44, 	-   ,"4,555.56",0.00,"13,005.57","2,650.00","3,952.78",0.00, 	-   ,152.78,0.00,0.00, 	-   ,"1,877.78", 	-   , 	-   ,"13,277.58","6,238.89",197.22, 	-   , 	-   , 	-   , 	-   , 	-   ,0.00, 	-   ,911.11, 	-   , 	-   ,0.00,"2,580.56",125.00, 	-   , 	-   ,0.00,"66,269.28","48,708.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/17, 	-   , 	-   ,641.67,"4,216.67", 	-   ,913.89, 	-   , 	-   ,"1,447.22",, 	-   ,"1,033.33",147.22,830.56,"4,802.78","1,852.78",27.78,141.67, 	-   ,"4,563.89",6424.12,"13,188.90","2,641.67","4,102.78",0.00, 	-   ,141.67,,, 	-   ,"1,713.89", 	-   , 	-   ,"13,430.09","5,597.23",116.67, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,058.33", 	-   , 	-   ,0.00,"2,458.34",127.78, 	-   , 	-   ,0.00,"71,620.92","47,444.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/17, 	-   , 	-   ,622.22,"4,861.12", 	-   ,"1,325.00", 	-   , 	-   ,"1,311.11",, 	-   ,"1,427.78",277.78,"1,208.33","6,647.23","3,719.45",27.78,113.89, 	-   ,"3,933.34",6752.36,"11,688.90","3,011.11","4,436.11",0.00, 	-   ,263.89,,, 	-   ,"1,850.00", 	-   , 	-   ,"13,550.34","3,794.45",91.67, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,086.11", 	-   , 	-   ,0.00,"2,741.67",211.11, 	-   , 	-   ,0.00,"74,952.74","52,578.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/17, 	-   , 	-   ,877.78,"5,255.56", 	-   ,"1,525.00", 	-   , 	-   ,"1,088.89",, 	-   ,"1,888.89",344.44,797.22,"6,913.89","3,777.78",88.89,102.78, 	-   ,"2,958.34",6160.35,"12,186.12","3,186.11","3,963.89",0.00, 	-   ,361.11,,, 	-   ,"1,900.00", 	-   , 	-   ,"13,823.11","5,350.00",83.33, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,011.11", 	-   , 	-   ,116.67,"3,375.00",258.33, 	-   , 	-   ,0.00,"77,394.62","56,089.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/17, 	-   , 	-   ,"1,163.89","5,972.23", 	-   ,"1,538.89", 	-   , 	-   ,"1,163.89",, 	-   ,"1,777.78",433.33,655.56,"7,102.78","4,152.78",402.78,188.89, 	-   ,"2,730.56",6875.45,"11,261.12","3,519.45","4,175.00",0.00, 	-   ,272.22,,, 	-   ,"2,191.67", 	-   , 	-   ,"13,603.14","4,102.78",152.78, 	-   , 	-   , 	-   , 	-   , 	-   ,, 	-   ,"1,013.89", 	-   , 	-   ,452.78,"3,269.45",263.89, 	-   , 	-   ,0.00,"78,436.96","57,569.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
